web-scraper-order,web-scraper-start-url,data-page-selector,data-page-selector-href,checkout-wichtigeHinweise-0,text-manufacturername-0,rate-product-title-description-0,price-currency-info-0,text-cart-excel-warengruppe-0,data-error-feedback-email-label-0,component-tabTitle-0,data-error-feedback-error-type-0,text-login-forgottenPassword-confirm-desc-0,component-accordion-shortcutText-1,rate-product-rating-label-0,rate-product-comment-label-0,text-login-forgottenPassword-confirm-header-0,text-selectcustomerid-filter-0,cart-multiplied-keep-cart-icon-placeholder-0,text-manufacturerAID-0,rate-product-window-third-regulation-0,data-error-feedback-response-0,rate-product-title-label-0,text-account-orderHistory-type-0809-0,rate-product-window-regulations-title-0,text-login-forgottenPassword-header-0,text-login-pdp-button-0,text-login-no-active-customer-ids-window-description-0,productlists-new-name-label-0,text-pdp-summaryReview-0,search-no-results-0,text-bruttopreis-short-0,text-products-current-manufacturerInfo-dutyTariff-0,cart-create-new-cart-name-label-0,customerNumber-validation-select-active-number-info-0,rate-product-window-title-0,data-error-feedback-description-0,rate-product-window-fourth-regulation-0,cart-create-new-cart-description-0,rate-product-window-first-regulation-0,pagination-totalCount-0,component-accordion-shortcutSequence-0,component-accordion-shortcutSequence-1,component-shortcutText-0,pagination-page-0,pagination-totalPages-0,Product Name-0,EM-No-0,ELDAS®-No-0,EAN-No-0,Type de fabricant-0,Description-0,fonction de commutation-0,profondeur de montage-0,résistance au court-circuit (Icw)-0,indice de protection (IP)-0,tension assignée-0,largeur en unités de division-0,type de tension-0,Pays d'origine-0,Tarif douanier-0,Nom du fabricant-0,Note-0,Variant Description-0,image-0-src,image-1-src
"1757245821-1","https://www.elektro-material.ch/fr/shop/tous-les-produits/montage-eldas/appareils-et-prises-inc-contacteurs/appareils-et-prises-amd/hager/interrupteurs-a-poussoir-ou-rotatif/c/eldas-1376563962689","","https://www.elektro-material.ch/fr/shop/interrupteur-rotatif-amd-hager-20a-400v-0f-0-ouvreur-1-inverseur-3um-hand-0-auto/p/va-107444?category=eldas-1376563962689","Informations produit détaillées","Nom du fabricant","Décrivez brièvement en quelques mots, votre commentaire pour ce produit. Ce champ est obligatoire.","Prix de liste et net en CHF excl. TVA / Prix brut en CHF incl. TVA","Groupe de produits","E-Mail pour commentaire","Infos fabricant","Type d'erreur:","Vous recevrez par e-mail les informations. 
 Si vous avez des difficultés à recevoir notre e-mail, s'il vous plaît veuillez prendre contact  avec votre succursale.","Alternatives","Votre commentaire personnel *","Informations détaillées /  Votre expérience sur le produit","Réinitialiser le mot de passe","Filtrer les adresses","Conserver le panier","Numéro d'article fabricant","EM n'accepte pas la publicité ou les spams.","Vos commentaires nous aiderons à améliorer avec précision la description de l'article, afin de répondre au mieux à vos besoins.","Brève description de votre commentaire *","autre","Lignes directrices pour les commentaires","Vous avez oublié votre mot de passe?","identifier","Votre login n'est plus actif. Veuillez contacter votre administrateur ou votre succursale EM.","Comment doit s'appeler votre nouvelle liste d'articles?","Note","Votre recherche n'a donné aucun résultat. S'il vous plaît entrer un terme de recherche différent","PB:","Tarif douanier","Comment nommez-vous votre panier","Le numéro de client choisi n'est plus actif. Pour vous connecter à l'EM.Shop, activer s.v.p l'un des numéros de comptes ci-dessous.","Evaluer ce produit","Si cet article contient des informations erronées, veuillez svp nous le communiquer afin que nous puissions apporter la correction. Pour cela, nous vous prions de nous faire parvenir le maximum d'informations concernant cette erreur. 
Nous vous remercions de votre soutien","Aucune information ne doit être publiée avec des coordonnées de personnes.","Remarque: Le nom du panier est pas imprimé sur les bulletins de livraison, factures ou autres documents. Il ne sert qu'à distinguer les paniers en EM.Webshop.","Les commentaires sont les opinions de notre clientèle. EM n'influencent pas ceux-ci.","10 V","20 A","2350","Spécification","0","1","Interrupteur rotatif AMD Hager 20A 400V 0F 0 ouvreur 1 inverseur 3UM Hand-0-Auto","F SK210 H-0-A","442221404","3250615619990","SK210H","Interrupteur rotatif AMD Hager, courant assigné 20 A, tension assignée 400 V, nombre de contacts fermeurs 0, nombre de contacts ouvreurs 0, nombre de contacts inverseurs 1, largeur en unités de division 3, impression: Hand-0-Auto","interrupteur va et vient","64 mm","8 kA","IP20","400 V","3","AC","Germany","85365011","Hager","0.0","Interrupteur rotatif AMD Hager 20A 400V 0F 0 ouvreur 2 inverseur 3UM Hand-0-Auto","https://emagpim-1d1da.kxcdn.com/1209497.jpg?width=515&height=515&fit=contain&bg=FFFFFF","https://emagpim-1d1da.kxcdn.com/1209513.jpg?width=244&height=244&fit=contain&bg=FFFFFF"
